ASTA_ID;pre_raster;vuosi;F5m_sum;sum_total;canopy_per;Join_Count;TARGET_FID;JOIN_FID;OBJECTID_1;OBJECTID_2;objectid;forestused;declaratio;processing;declarat_1;declarat_2;declarat_3;standnumbe;standnum_1;area;maingroup;subgroup;fertilityc;soiltype;declarat_4;declarat_5;meanage;meandiamet;habitatcod;detailedha;otherhabit;cuttingpur;cuttingrea;regenerati;declsoilpr;declregene;habitatope;forestdama;completion;regensoilp;regenera_1;regenera_2;regenera_3;regenera_4;declarat_6;declarat_7;standarriv;standarr_1;regenera_5;datasource;creationti;updatetime;Shape_Leng;Shape_Area;Cutting_ye;ASTA_ID_1
847;2930;2010;1204;1414;85,14851485150;1;553;2407;1503922;1503922;16490328;1-2015-207878;;1;50;2;;685;2;0,50000000000;0;0;3;0;0;0;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-08;1;2015-10-08;1;;0;2018-10-09;2018-10-09;329,66808632700;5555,74422623000;2015,00000000000;847,00000000000
849;2931;2010;1800;2181;82,53094910590;1;555;2409;1503928;1503928;7140885;1-2013-27424;;1;50;0;;762;0;1,40000000000;1;1;3;20;8;2;76;28,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-05-23;2;2013-05-23;2;;0;2015-05-16;2015-05-16;507,20999559000;14452,91523540000;2013,00000000000;849,00000000000
844;2932;2010;1132;1214;93,24546952220;1;552;2406;1503921;1503921;7438917;1-2014-25788;;1;50;0;;728;0;1,10000000000;1;1;2;20;7;2;63;24,00000000000;0;0;0;3;5;0;511;302;0;0;0;0;0;0;0;0,00000000000;2014-02-17;2;2014-02-17;2;;0;2017-02-18;2017-02-18;554,67093856200;11123,66505850000;2014,00000000000;844,00000000000
856;2933;2010;3628;4033;89,95784775600;1;560;2420;1507958;1507958;7443525;1-2014-25805;;1;50;0;;1;0;0,92000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;521;302;0;0;0;0;0;0;0;0,00000000000;2014-02-18;2;2014-02-18;2;;0;2017-02-19;2017-02-19;420,16224747200;9163,30143780000;2014,00000000000;856,00000000000
855;2934;2010;1180;1227;96,16951915240;1;559;2414;1504672;1504672;18484145;1-2017-9030;;3;40;2;;443;2;0,90000000000;1;1;3;20;8;2;80;24,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2017-01-24;2;2017-01-24;2;;0;2017-02-04;2017-02-04;703,77282935400;8615,91890000000;2017,00000000000;855,00000000000
849;2935;2015;666;2181;30,53645116920;1;555;2409;1503928;1503928;7140885;1-2013-27424;;1;50;0;;762;0;1,40000000000;1;1;3;20;8;2;76;28,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-05-23;2;2013-05-23;2;;0;2015-05-16;2015-05-16;507,20999559000;14452,91523540000;2013,00000000000;849,00000000000
848;2936;2015;68;83;81,92771084340;1;554;2408;1503927;1503927;7359270;1-2013-24636;;1;50;0;;725;0;3,50000000000;1;1;3;20;8;2;130;29,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-01-09;2;2013-01-09;2;;0;2015-05-16;2015-05-16;762,74031830100;35537,37019550000;2013,00000000000;848,00000000000
847;2937;2015;1306;1418;92,10155148100;1;553;2407;1503922;1503922;16490328;1-2015-207878;;1;50;2;;685;2;0,50000000000;0;0;3;0;0;0;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-08;1;2015-10-08;1;;0;2018-10-09;2018-10-09;329,66808632700;5555,74422623000;2015,00000000000;847,00000000000
844;2938;2015;813;1215;66,91358024690;1;552;2406;1503921;1503921;7438917;1-2014-25788;;1;50;0;;728;0;1,10000000000;1;1;2;20;7;2;63;24,00000000000;0;0;0;3;5;0;511;302;0;0;0;0;0;0;0;0,00000000000;2014-02-17;2;2014-02-17;2;;0;2017-02-18;2017-02-18;554,67093856200;11123,66505850000;2014,00000000000;844,00000000000
845;2939;2015;813;1215;66,91358024690;1;552;2407;1503921;1503922;16490328;1-2015-207878;;1;50;2;;685;2;0,50000000000;0;0;3;0;0;0;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-08;1;2015-10-08;1;;0;2018-10-09;2018-10-09;329,66808632700;5555,74422623000;2015,00000000000;845,00000000000
846;2940;2015;1306;1418;92,10155148100;1;553;2406;1503922;1503921;7438917;1-2014-25788;;1;50;0;;728;0;1,10000000000;1;1;2;20;7;2;63;24,00000000000;0;0;0;3;5;0;511;302;0;0;0;0;0;0;0;0,00000000000;2014-02-17;2;2014-02-17;2;;0;2017-02-18;2017-02-18;554,67093856200;11123,66505850000;2014,00000000000;846,00000000000
857;2941;2018;463;3224;14,36104218360;1;561;2421;1507959;1507959;7443523;1-2014-25803;;1;50;0;;1;0;0,57000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;521;302;0;0;0;0;0;0;0;0,00000000000;2014-02-18;2;2014-02-18;2;;0;2017-02-19;2017-02-19;382,06001236200;5724,82031775000;2014,00000000000;857,00000000000
846;2942;2018;1303;1407;92,60838663820;1;553;2406;1503922;1503921;7438917;1-2014-25788;;1;50;0;;728;0;1,10000000000;1;1;2;20;7;2;63;24,00000000000;0;0;0;3;5;0;511;302;0;0;0;0;0;0;0;0,00000000000;2014-02-17;2;2014-02-17;2;;0;2017-02-18;2017-02-18;554,67093856200;11123,66505850000;2014,00000000000;846,00000000000
845;2943;2018;813;1216;66,85855263160;1;552;2407;1503921;1503922;16490328;1-2015-207878;;1;50;2;;685;2;0,50000000000;0;0;3;0;0;0;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-08;1;2015-10-08;1;;0;2018-10-09;2018-10-09;329,66808632700;5555,74422623000;2015,00000000000;845,00000000000
848;2944;2018;67;83;80,72289156630;1;554;2408;1503927;1503927;7359270;1-2013-24636;;1;50;0;;725;0;3,50000000000;1;1;3;20;8;2;130;29,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-01-09;2;2013-01-09;2;;0;2015-05-16;2015-05-16;762,74031830100;35537,37019550000;2013,00000000000;848,00000000000
847;2945;2018;1303;1407;92,60838663820;1;553;2407;1503922;1503922;16490328;1-2015-207878;;1;50;2;;685;2;0,50000000000;0;0;3;0;0;0;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-08;1;2015-10-08;1;;0;2018-10-09;2018-10-09;329,66808632700;5555,74422623000;2015,00000000000;847,00000000000
849;2946;2018;697;2172;32,09023941070;1;555;2409;1503928;1503928;7140885;1-2013-27424;;1;50;0;;762;0;1,40000000000;1;1;3;20;8;2;76;28,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-05-23;2;2013-05-23;2;;0;2015-05-16;2015-05-16;507,20999559000;14452,91523540000;2013,00000000000;849,00000000000
844;2947;2018;813;1216;66,85855263160;1;552;2406;1503921;1503921;7438917;1-2014-25788;;1;50;0;;728;0;1,10000000000;1;1;2;20;7;2;63;24,00000000000;0;0;0;3;5;0;511;302;0;0;0;0;0;0;0;0,00000000000;2014-02-17;2;2014-02-17;2;;0;2017-02-18;2017-02-18;554,67093856200;11123,66505850000;2014,00000000000;844,00000000000
856;2948;2018;831;3868;21,48397104450;1;560;2420;1507958;1507958;7443525;1-2014-25805;;1;50;0;;1;0;0,92000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;521;302;0;0;0;0;0;0;0;0,00000000000;2014-02-18;2;2014-02-18;2;;0;2017-02-19;2017-02-19;420,16224747200;9163,30143780000;2014,00000000000;856,00000000000
855;2949;2018;689;1153;59,75715524720;1;559;2414;1504672;1504672;18484145;1-2017-9030;;3;40;2;;443;2;0,90000000000;1;1;3;20;8;2;80;24,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2017-01-24;2;2017-01-24;2;;0;2017-02-04;2017-02-04;703,77282935400;8615,91890000000;2017,00000000000;855,00000000000
853;2950;2010;2620;3336;78,53717026380;1;557;2411;1504132;1504132;16483003;1-2015-207168;;4;50;2;;267;0;0,50000000000;1;1;2;22;10;2;48;21,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;301,60160704400;5323,98870002000;2015,00000000000;853,00000000000
851;2951;2010;50;70;71,42857142860;1;556;2411;1504126;1504132;16483003;1-2015-207168;;4;50;2;;267;0;0,50000000000;1;1;2;22;10;2;48;21,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;301,60160704400;5323,98870002000;2015,00000000000;851,00000000000
850;2952;2010;50;70;71,42857142860;1;556;2410;1504126;1504126;16483100;1-2015-207168;;4;50;2;;266;0;1,20000000000;1;1;2;22;7;2;55;23,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;523,19333950000;11733,29295010000;2015,00000000000;850,00000000000
852;2953;2010;2620;3336;78,53717026380;1;557;2410;1504132;1504126;16483100;1-2015-207168;;4;50;2;;266;0;1,20000000000;1;1;2;22;7;2;55;23,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;523,19333950000;11733,29295010000;2015,00000000000;852,00000000000
853;2954;2015;2876;3382;85,03843879360;1;557;2411;1504132;1504132;16483003;1-2015-207168;;4;50;2;;267;0;0,50000000000;1;1;2;22;10;2;48;21,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;301,60160704400;5323,98870002000;2015,00000000000;853,00000000000
851;2955;2015;60;70;85,71428571430;1;556;2411;1504126;1504132;16483003;1-2015-207168;;4;50;2;;267;0;0,50000000000;1;1;2;22;10;2;48;21,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;301,60160704400;5323,98870002000;2015,00000000000;851,00000000000
850;2956;2015;60;70;85,71428571430;1;556;2410;1504126;1504126;16483100;1-2015-207168;;4;50;2;;266;0;1,20000000000;1;1;2;22;7;2;55;23,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;523,19333950000;11733,29295010000;2015,00000000000;850,00000000000
852;2957;2015;2876;3382;85,03843879360;1;557;2410;1504132;1504126;16483100;1-2015-207168;;4;50;2;;266;0;1,20000000000;1;1;2;22;7;2;55;23,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;523,19333950000;11733,29295010000;2015,00000000000;852,00000000000
853;2958;2018;2269;3373;67,26949303290;1;557;2411;1504132;1504132;16483003;1-2015-207168;;4;50;2;;267;0;0,50000000000;1;1;2;22;10;2;48;21,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;301,60160704400;5323,98870002000;2015,00000000000;853,00000000000
851;2959;2018;11;70;15,71428571430;1;556;2411;1504126;1504132;16483003;1-2015-207168;;4;50;2;;267;0;0,50000000000;1;1;2;22;10;2;48;21,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;301,60160704400;5323,98870002000;2015,00000000000;851,00000000000
850;2960;2018;11;70;15,71428571430;1;556;2410;1504126;1504126;16483100;1-2015-207168;;4;50;2;;266;0;1,20000000000;1;1;2;22;7;2;55;23,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;523,19333950000;11733,29295010000;2015,00000000000;850,00000000000
852;2961;2018;2269;3373;67,26949303290;1;557;2410;1504132;1504126;16483100;1-2015-207168;;4;50;2;;266;0;1,20000000000;1;1;2;22;7;2;55;23,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-10-06;2;2015-10-06;2;;0;2018-10-08;2018-10-08;523,19333950000;11733,29295010000;2015,00000000000;852,00000000000
854;2962;2010;1585;1941;81,65893869140;1;558;2413;1504621;1504621;17284445;1-2016-21184;;1;40;2;;15;0;1,20000000000;1;1;3;60;8;4;70;26,00000000000;0;0;0;3;5;0;500;104;0;0;0;0;0;0;0;0,00000000000;2016-03-08;2;2016-03-08;2;;0;2016-03-21;2016-03-21;587,50080210800;12628,71716880000;2016,00000000000;854,00000000000
854;2963;2010;0;0;0,00000000000;1;558;2413;1504621;1504621;17284445;1-2016-21184;;1;40;2;;15;0;1,20000000000;1;1;3;60;8;4;70;26,00000000000;0;0;0;3;5;0;500;104;0;0;0;0;0;0;0;0,00000000000;2016-03-08;2;2016-03-08;2;;0;2016-03-21;2016-03-21;587,50080210800;12628,71716880000;2016,00000000000;854,00000000000
854;2964;2015;1639;1999;81,99099549770;1;558;2413;1504621;1504621;17284445;1-2016-21184;;1;40;2;;15;0;1,20000000000;1;1;3;60;8;4;70;26,00000000000;0;0;0;3;5;0;500;104;0;0;0;0;0;0;0;0,00000000000;2016-03-08;2;2016-03-08;2;;0;2016-03-21;2016-03-21;587,50080210800;12628,71716880000;2016,00000000000;854,00000000000
854;2965;2018;93;1923;4,83619344774;1;558;2413;1504621;1504621;17284445;1-2016-21184;;1;40;2;;15;0;1,20000000000;1;1;3;60;8;4;70;26,00000000000;0;0;0;3;5;0;500;104;0;0;0;0;0;0;0;0,00000000000;2016-03-08;2;2016-03-08;2;;0;2016-03-21;2016-03-21;587,50080210800;12628,71716880000;2016,00000000000;854,00000000000
857;2966;2015;358;3029;11,81908220530;1;561;2421;1507959;1507959;7443523;1-2014-25803;;1;50;0;;1;0;0,57000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;521;302;0;0;0;0;0;0;0;0,00000000000;2014-02-18;2;2014-02-18;2;;0;2017-02-19;2017-02-19;382,06001236200;5724,82031775000;2014,00000000000;857,00000000000
855;2967;2015;1223;1229;99,51179820990;1;559;2414;1504672;1504672;18484145;1-2017-9030;;3;40;2;;443;2;0,90000000000;1;1;3;20;8;2;80;24,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2017-01-24;2;2017-01-24;2;;0;2017-02-04;2017-02-04;703,77282935400;8615,91890000000;2017,00000000000;855,00000000000
856;2968;2015;601;3732;16,10396570200;1;560;2420;1507958;1507958;7443525;1-2014-25805;;1;50;0;;1;0;0,92000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;521;302;0;0;0;0;0;0;0;0,00000000000;2014-02-18;2;2014-02-18;2;;0;2017-02-19;2017-02-19;420,16224747200;9163,30143780000;2014,00000000000;856,00000000000
861;2969;2009;1911;2041;93,63057324840;1;565;2434;1510174;1510174;7036688;1-2013-30948;;1;50;0;;1;0;0,82000000000;0;0;3;12;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2013-09-25;2;2013-09-25;2;;0;2016-09-26;2016-09-26;454,47058533300;8204,33612358000;2013,00000000000;861,00000000000
859;2970;2009;1555;1835;84,74114441420;1;563;2429;1510047;1510047;7467973;1-2015-8617;;1;50;0;;1;0;1,30000000000;1;1;3;10;8;2;80;27,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-03-10;2;2015-03-10;2;;0;2018-03-11;2018-03-11;517,09209491400;14594,17162020000;2015,00000000000;859,00000000000
858;2971;2009;3707;3853;96,21074487410;1;562;2424;1508524;1508524;18563088;1-2017-20886;;1;40;2;;2;0;1,90000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;523;302;0;1602;0;0;0;0;0;0,00000000000;2017-02-27;2;2017-02-27;2;;0;2017-03-10;2017-03-10;881,19826826600;18645,99046980000;2017,00000000000;858,00000000000
860;2972;2009;1191;1644;72,44525547450;1;564;2433;1510108;1510108;17106273;1-2016-8693;;1;40;2;;1269;0;1,57000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;521;302;0;0;0;0;0;0;0;0,00000000000;2016-01-25;2;2016-01-25;2;;0;2016-02-05;2016-02-05;762,20349586600;15673,66450690000;2016,00000000000;860,00000000000
861;2973;2018;1899;2011;94,43063152660;1;565;2434;1510174;1510174;7036688;1-2013-30948;;1;50;0;;1;0;0,82000000000;0;0;3;12;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2013-09-25;2;2013-09-25;2;;0;2016-09-26;2016-09-26;454,47058533300;8204,33612358000;2013,00000000000;861,00000000000
859;2974;2018;267;1739;15,35365152390;1;563;2429;1510047;1510047;7467973;1-2015-8617;;1;50;0;;1;0;1,30000000000;1;1;3;10;8;2;80;27,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-03-10;2;2015-03-10;2;;0;2018-03-11;2018-03-11;517,09209491400;14594,17162020000;2015,00000000000;859,00000000000
858;2975;2018;296;3209;9,22405733873;1;562;2424;1508524;1508524;18563088;1-2017-20886;;1;40;2;;2;0;1,90000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;523;302;0;1602;0;0;0;0;0;0,00000000000;2017-02-27;2;2017-02-27;2;;0;2017-03-10;2017-03-10;881,19826826600;18645,99046980000;2017,00000000000;858,00000000000
860;2976;2018;648;1545;41,94174757280;1;564;2433;1510108;1510108;17106273;1-2016-8693;;1;40;2;;1269;0;1,57000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;521;302;0;0;0;0;0;0;0;0,00000000000;2016-01-25;2;2016-01-25;2;;0;2016-02-05;2016-02-05;762,20349586600;15673,66450690000;2016,00000000000;860,00000000000
861;2977;2021;0;0;0,00000000000;1;565;2434;1510174;1510174;7036688;1-2013-30948;;1;50;0;;1;0;0,82000000000;0;0;3;12;8;2;0;0,00000000000;0;0;0;3;5;0;510;302;0;0;0;0;0;0;0;0,00000000000;2013-09-25;2;2013-09-25;2;;0;2016-09-26;2016-09-26;454,47058533300;8204,33612358000;2013,00000000000;861,00000000000
859;2978;2021;0;0;0,00000000000;1;563;2429;1510047;1510047;7467973;1-2015-8617;;1;50;0;;1;0;1,30000000000;1;1;3;10;8;2;80;27,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-03-10;2;2015-03-10;2;;0;2018-03-11;2018-03-11;517,09209491400;14594,17162020000;2015,00000000000;859,00000000000
858;2979;2021;0;0;0,00000000000;1;562;2424;1508524;1508524;18563088;1-2017-20886;;1;40;2;;2;0;1,90000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;523;302;0;1602;0;0;0;0;0;0,00000000000;2017-02-27;2;2017-02-27;2;;0;2017-03-10;2017-03-10;881,19826826600;18645,99046980000;2017,00000000000;858,00000000000
860;2980;2021;539;1629;33,08778391650;1;564;2433;1510108;1510108;17106273;1-2016-8693;;1;40;2;;1269;0;1,57000000000;0;0;3;10;8;2;0;0,00000000000;0;0;0;3;5;0;521;302;0;0;0;0;0;0;0;0,00000000000;2016-01-25;2;2016-01-25;2;;0;2016-02-05;2016-02-05;762,20349586600;15673,66450690000;2016,00000000000;860,00000000000
862;2981;2008;864;1100;78,54545454550;1;566;2441;1514155;1514155;18505117;1-2017-12440;;1;40;2;;1;0;0,58000000000;0;0;3;10;8;4;0;0,00000000000;0;0;0;3;8;0;500;104;0;0;0;0;0;0;0;0,00000000000;2017-02-01;2;2017-02-01;2;;0;2017-02-12;2017-02-12;488,61444904400;5831,48781475000;2017,00000000000;862,00000000000
862;2982;2018;483;1010;47,82178217820;1;566;2441;1514155;1514155;18505117;1-2017-12440;;1;40;2;;1;0;0,58000000000;0;0;3;10;8;4;0;0,00000000000;0;0;0;3;8;0;500;104;0;0;0;0;0;0;0;0,00000000000;2017-02-01;2;2017-02-01;2;;0;2017-02-12;2017-02-12;488,61444904400;5831,48781475000;2017,00000000000;862,00000000000
862;2983;2021;419;1063;39,41674506110;1;566;2441;1514155;1514155;18505117;1-2017-12440;;1;40;2;;1;0;0,58000000000;0;0;3;10;8;4;0;0,00000000000;0;0;0;3;8;0;500;104;0;0;0;0;0;0;0;0,00000000000;2017-02-01;2;2017-02-01;2;;0;2017-02-12;2017-02-12;488,61444904400;5831,48781475000;2017,00000000000;862,00000000000
887;2984;2010;2413;2549;94,66457434290;1;586;2515;1534329;1534329;7444206;1-2014-28278;;1;50;0;;2;0;0,50000000000;1;1;2;20;8;2;100;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2014-06-03;2;2014-06-03;2;;0;2017-06-04;2017-06-04;311,82215561300;5266,62281497000;2014,00000000000;887,00000000000
863;2985;2010;2105;2177;96,69269637120;1;567;2456;1524548;1524548;17396467;1-2016-29960;;1;40;2;;542;0;1,20000000000;0;0;3;60;8;2;0;0,00000000000;0;0;0;3;5;0;550;302;0;0;0;0;0;0;0;0,00000000000;2016-04-15;2;2016-04-15;2;;0;2016-04-26;2016-04-26;548,47617873100;12685,28475600000;2016,00000000000;863,00000000000
865;2986;2010;2105;2177;96,69269637120;1;568;2456;1524549;1524548;17396467;1-2016-29960;;1;40;2;;542;0;1,20000000000;0;0;3;60;8;2;0;0,00000000000;0;0;0;3;5;0;550;302;0;0;0;0;0;0;0;0,00000000000;2016-04-15;2;2016-04-15;2;;0;2016-04-26;2016-04-26;548,47617873100;12685,28475600000;2016,00000000000;865,00000000000
866;2987;2010;2105;2177;96,69269637120;1;568;2457;1524549;1524549;17318076;1-2016-23842;;1;40;2;;542;0;1,20000000000;0;0;3;60;8;2;0;0,00000000000;0;0;0;3;5;0;550;302;0;0;0;0;0;0;0;0,00000000000;2016-03-18;2;2016-03-18;2;;0;2016-03-29;2016-03-29;548,47617873100;12685,28475600000;2016,00000000000;866,00000000000
886;2988;2010;96;96;100,00000000000;1;585;2513;1534321;1534321;7374109;1-2013-28097;;1;50;0;;224;0;6,75000000000;1;3;2;65;8;2;0;0,00000000000;0;0;0;3;5;0;522;302;0;0;0;0;0;0;0;0,00000000000;2013-06-12;2;2013-06-12;2;;0;2016-06-13;2016-06-13;1663,33368475000;67832,63068600000;2013,00000000000;886,00000000000
864;2989;2010;2105;2177;96,69269637120;1;567;2457;1524548;1524549;17318076;1-2016-23842;;1;40;2;;542;0;1,20000000000;0;0;3;60;8;2;0;0,00000000000;0;0;0;3;5;0;550;302;0;0;0;0;0;0;0;0,00000000000;2016-03-18;2;2016-03-18;2;;0;2016-03-29;2016-03-29;548,47617873100;12685,28475600000;2016,00000000000;864,00000000000
890;2990;2012;0;0;0,00000000000;1;589;2524;1534655;1534655;16222299;1-2015-191422;;3;50;2;;12;0;2,30000000000;0;0;3;60;8;2;0;0,00000000000;0;0;0;3;5;0;550;302;0;0;0;0;0;0;0;0,00000000000;2015-08-24;2;2015-08-24;2;;0;2018-08-25;2018-08-25;760,27847363000;22954,01252150000;2015,00000000000;890,00000000000
886;2991;2012;0;0;0,00000000000;1;585;2513;1534321;1534321;7374109;1-2013-28097;;1;50;0;;224;0;6,75000000000;1;3;2;65;8;2;0;0,00000000000;0;0;0;3;5;0;522;302;0;0;0;0;0;0;0;0,00000000000;2013-06-12;2;2013-06-12;2;;0;2016-06-13;2016-06-13;1663,33368475000;67832,63068600000;2013,00000000000;886,00000000000
887;2992;2012;0;0;0,00000000000;1;586;2515;1534329;1534329;7444206;1-2014-28278;;1;50;0;;2;0;0,50000000000;1;1;2;20;8;2;100;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2014-06-03;2;2014-06-03;2;;0;2017-06-04;2017-06-04;311,82215561300;5266,62281497000;2014,00000000000;887,00000000000
864;2993;2012;0;0;0,00000000000;1;567;2457;1524548;1524549;17318076;1-2016-23842;;1;40;2;;542;0;1,20000000000;0;0;3;60;8;2;0;0,00000000000;0;0;0;3;5;0;550;302;0;0;0;0;0;0;0;0,00000000000;2016-03-18;2;2016-03-18;2;;0;2016-03-29;2016-03-29;548,47617873100;12685,28475600000;2016,00000000000;864,00000000000
873;2994;2012;0;0;0,00000000000;1;573;2459;1525923;1524724;7414814;1-2013-30006;;1;50;0;;209;0;2,70000000000;1;1;2;20;8;2;59;26,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-09-02;2;2013-09-02;2;;0;2016-09-03;2016-09-03;1184,76668819000;27069,03896200000;2013,00000000000;873,00000000000
874;2995;2012;0;0;0,00000000000;1;573;2467;1525923;1525923;18521303;1-2017-14926;;3;40;2;;210;0;2,00000000000;1;1;2;20;7;4;50;23,00000000000;0;0;0;3;5;0;500;102;0;0;0;0;0;0;0;0,00000000000;2017-02-08;2;2017-02-08;2;;0;2017-02-19;2017-02-19;993,83119546100;20488,41850000000;2017,00000000000;874,00000000000
865;2996;2012;0;0;0,00000000000;1;568;2456;1524549;1524548;17396467;1-2016-29960;;1;40;2;;542;0;1,20000000000;0;0;3;60;8;2;0;0,00000000000;0;0;0;3;5;0;550;302;0;0;0;0;0;0;0;0,00000000000;2016-04-15;2;2016-04-15;2;;0;2016-04-26;2016-04-26;548,47617873100;12685,28475600000;2016,00000000000;865,00000000000
869;2997;2012;0;0;0,00000000000;1;570;2460;1524729;1524729;16222348;1-2015-191422;;3;50;2;;13;0;0,40000000000;0;0;2;10;8;2;0;0,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-08-24;2;2015-08-24;2;;0;2018-08-25;2018-08-25;262,35260857100;3519,66427100000;2015,00000000000;869,00000000000
867;2998;2012;0;0;0,00000000000;1;569;2459;1524724;1524724;7414814;1-2013-30006;;1;50;0;;209;0;2,70000000000;1;1;2;20;8;2;59;26,00000000000;0;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2013-09-02;2;2013-09-02;2;;0;2016-09-03;2016-09-03;1184,76668819000;27069,03896200000;2013,00000000000;867,00000000000
868;2999;2012;0;0;0,00000000000;1;569;2467;1524724;1525923;18521303;1-2017-14926;;3;40;2;;210;0;2,00000000000;1;1;2;20;7;4;50;23,00000000000;0;0;0;3;5;0;500;102;0;0;0;0;0;0;0;0,00000000000;2017-02-08;2;2017-02-08;2;;0;2017-02-19;2017-02-19;993,83119546100;20488,41850000000;2017,00000000000;868,00000000000
866;3000;2012;0;0;0,00000000000;1;568;2457;1524549;1524549;17318076;1-2016-23842;;1;40;2;;542;0;1,20000000000;0;0;3;60;8;2;0;0,00000000000;0;0;0;3;5;0;550;302;0;0;0;0;0;0;0;0,00000000000;2016-03-18;2;2016-03-18;2;;0;2016-03-29;2016-03-29;548,47617873100;12685,28475600000;2016,00000000000;866,00000000000
870;3001;2012;73;73;100,00000000000;1;571;2462;1525436;1525436;17242529;1-2016-17649;;1;50;2;;32;0;1,60000000000;0;0;3;0;0;0;0;0,00000000000;1;0;0;3;5;0;523;302;0;0;0;0;0;0;0;0,00000000000;2015-12-02;1;2015-12-02;1;;0;2018-12-03;2018-12-03;760,68350821400;15826,37780490000;2015,00000000000;870,00000000000
